Time[s] TxPosX[m] TxPosY[m] RxPosX[m] RxPosY[m] ChannelState SNR[dB] Pathloss[dB]
6650 -6.13818e+06 1.90305e+06 3.7825e+06 585996 0 -inf 252.697
6660 -6.17575e+06 1.8759e+06 3.7825e+06 585996 0 -inf 246.89
6670 -6.21271e+06 1.8486e+06 3.7825e+06 585996 0 -inf 247.433
6680 -6.24907e+06 1.82116e+06 3.7825e+06 585996 0 -inf 254.913
6690 -6.2848e+06 1.79359e+06 3.7825e+06 585996 0 -inf 250.665
6700 -6.31992e+06 1.76588e+06 3.7825e+06 585996 0 -inf 249.482
6710 -6.35442e+06 1.73804e+06 3.7825e+06 585996 0 -inf 256.891
6720 -6.38829e+06 1.71006e+06 3.7825e+06 585996 0 -inf 250.635
6730 -6.42154e+06 1.68195e+06 3.7825e+06 585996 0 -inf 258.97
6740 -6.45415e+06 1.65372e+06 3.7825e+06 585996 0 -inf 250.745
6750 -6.48613e+06 1.62536e+06 3.7825e+06 585996 0 -inf 253.977
6760 -6.51747e+06 1.59687e+06 3.7825e+06 585996 0 -inf 255.443
6770 -6.54817e+06 1.56827e+06 3.7825e+06 585996 0 -inf 264.46
6780 -6.57823e+06 1.53954e+06 3.7825e+06 585996 0 -inf 260.881
6790 -6.60763e+06 1.51069e+06 3.7825e+06 585996 0 -inf 259.012
6800 -6.63639e+06 1.48173e+06 3.7825e+06 585996 0 -inf 255.696
6810 -6.6645e+06 1.45266e+06 3.7825e+06 585996 0 -inf 258.801
6820 -6.69195e+06 1.42347e+06 3.7825e+06 585996 0 -inf 250.292
6830 -6.71874e+06 1.39418e+06 3.7825e+06 585996 0 -inf 253.78
6840 -6.74486e+06 1.36477e+06 3.7825e+06 585996 0 -inf 254.412
6850 -6.77033e+06 1.33526e+06 3.7825e+06 585996 0 -inf 251.582
6860 -6.79513e+06 1.30565e+06 3.7825e+06 585996 0 -inf 246.019
6870 -6.81926e+06 1.27594e+06 3.7825e+06 585996 0 -inf 259.893
6880 -6.84272e+06 1.24613e+06 3.7825e+06 585996 0 -inf 254.942
6890 -6.8655e+06 1.21622e+06 3.7825e+06 585996 0 -inf 254.292
6900 -6.88761e+06 1.18621e+06 3.7825e+06 585996 0 -inf 251.389
6910 -6.90904e+06 1.15612e+06 3.7825e+06 585996 0 -inf 265.854
6920 -6.92979e+06 1.12593e+06 3.7825e+06 585996 0 -inf 256.608
6930 -6.94986e+06 1.09565e+06 3.7825e+06 585996 0 -inf 255.386
6940 -6.96924e+06 1.06529e+06 3.7825e+06 585996 0 -inf 258.215
6950 -6.98793e+06 1.03485e+06 3.7825e+06 585996 0 -inf 252.384
6960 -7.00594e+06 1.00432e+06 3.7825e+06 585996 0 -inf 247.599
6970 -7.02326e+06 973712 3.7825e+06 585996 0 -inf 257.527
6980 -7.03989e+06 943027 3.7825e+06 585996 0 -inf 249.777
6990 -7.05582e+06 912268 3.7825e+06 585996 0 -inf 253.168
7000 -7.07106e+06 881436 3.7825e+06 585996 0 -inf 251.094
7010 -7.0856e+06 850533 3.7825e+06 585996 0 -inf 246.258
7020 -7.09944e+06 819561 3.7825e+06 585996 0 -inf 250.214
7030 -7.11258e+06 788523 3.7825e+06 585996 0 -inf 249.631
7040 -7.12502e+06 757422 3.7825e+06 585996 0 -inf 256.665
7050 -7.13676e+06 726258 3.7825e+06 585996 0 -inf 249.837
7060 -7.1478e+06 695035 3.7825e+06 585996 0 -inf 252.178
7070 -7.15813e+06 663754 3.7825e+06 585996 0 -inf 255.701
7080 -7.16776e+06 632418 3.7825e+06 585996 0 -inf 253.223
7090 -7.17668e+06 601030 3.7825e+06 585996 0 -inf 248.021
7100 -7.1849e+06 569591 3.7825e+06 585996 0 -inf 250.502
7110 -7.1924e+06 538103 3.7825e+06 585996 0 -inf 252.618
7120 -7.1992e+06 506570 3.7825e+06 585996 0 -inf 254.746
7130 -7.20529e+06 474993 3.7825e+06 585996 0 -inf 249.918
7140 -7.21066e+06 443374 3.7825e+06 585996 0 -inf 256.328
7150 -7.21533e+06 411716 3.7825e+06 585996 0 -inf 250.58
7160 -7.21929e+06 380021 3.7825e+06 585996 0 -inf 252.2
7170 -7.22253e+06 348292 3.7825e+06 585996 0 -inf 256.983
7180 -7.22507e+06 316530 3.7825e+06 585996 0 -inf 250.237
7190 -7.22689e+06 284738 3.7825e+06 585996 0 -inf 259.224
7200 -7.228e+06 252918 3.7825e+06 585996 0 -inf 183.404
7210 -7.22839e+06 221073 3.7825e+06 585996 0 -inf 183.389
7220 -7.22808e+06 189205 3.7825e+06 585996 0 -inf 183.373
7230 -7.22705e+06 157316 3.7825e+06 585996 0 -inf 183.358
7240 -7.22531e+06 125409 3.7825e+06 585996 0 -inf 183.342
7250 -7.22286e+06 93484.9 3.7825e+06 585996 0 -inf 183.326
7260 -7.21969e+06 61547.2 3.7825e+06 585996 0 -inf 183.31
7270 -7.21582e+06 29598 3.7825e+06 585996 0 -inf 183.293
7280 -7.21123e+06 -2360.6 3.7825e+06 585996 0 -inf 183.277
7290 -7.20594e+06 -34326.1 3.7825e+06 585996 0 -inf 183.26
7300 -7.19993e+06 -66296.3 3.7825e+06 585996 0 -inf 183.243
7310 -7.19322e+06 -98268.7 3.7825e+06 585996 0 -inf 183.226
7320 -7.18579e+06 -130241 3.7825e+06 585996 0 -inf 183.208
7330 -7.17766e+06 -162211 3.7825e+06 585996 0 -inf 183.191
7340 -7.16882e+06 -194177 3.7825e+06 585996 0 -inf 183.173
7350 -7.15928e+06 -226135 3.7825e+06 585996 0 -inf 183.155
7360 -7.14903e+06 -258084 3.7825e+06 585996 0 -inf 183.137
7370 -7.13808e+06 -290022 3.7825e+06 585996 0 -inf 183.118
7380 -7.12642e+06 -321946 3.7825e+06 585996 0 -inf 183.1
7390 -7.11406e+06 -353853 3.7825e+06 585996 0 -inf 183.081
7400 -7.101e+06 -385742 3.7825e+06 585996 0 -inf 183.062
7410 -7.08724e+06 -417609 3.7825e+06 585996 0 -inf 183.042
7420 -7.07279e+06 -449454 3.7825e+06 585996 0 -inf 183.023
7430 -7.05764e+06 -481273 3.7825e+06 585996 0 -inf 183.003
7440 -7.04179e+06 -513064 3.7825e+06 585996 0 -inf 182.983
7450 -7.02525e+06 -544824 3.7825e+06 585996 0 -inf 182.963
7460 -7.00802e+06 -576552 3.7825e+06 585996 0 -inf 182.943
7470 -6.9901e+06 -608245 3.7825e+06 585996 0 -inf 182.923
7480 -6.97149e+06 -639901 3.7825e+06 585996 0 -inf 182.902
7490 -6.9522e+06 -671518 3.7825e+06 585996 0 -inf 182.881
7500 -6.93222e+06 -703092 3.7825e+06 585996 0 -inf 182.86
7510 -6.91156e+06 -734623 3.7825e+06 585996 0 -inf 182.838
7520 -6.89022e+06 -766106 3.7825e+06 585996 0 -inf 182.817
7530 -6.8682e+06 -797541 3.7825e+06 585996 0 -inf 182.795
7540 -6.84551e+06 -828925 3.7825e+06 585996 0 -inf 182.773
7550 -6.82214e+06 -860256 3.7825e+06 585996 0 -inf 182.751
7560 -6.79811e+06 -891530 3.7825e+06 585996 0 -inf 182.728
7570 -6.7734e+06 -922747 3.7825e+06 585996 0 -inf 182.706
7580 -6.74803e+06 -953903 3.7825e+06 585996 0 -inf 182.683
7590 -6.722e+06 -984996 3.7825e+06 585996 0 -inf 182.66
7600 -6.6953e+06 -1.01602e+06 3.7825e+06 585996 0 -inf 182.636
7610 -6.66795e+06 -1.04699e+06 3.7825e+06 585996 0 -inf 182.613
7620 -6.63994e+06 -1.07788e+06 3.7825e+06 585996 0 -inf 182.589
7630 -6.61128e+06 -1.1087e+06 3.7825e+06 585996 0 -inf 182.565
7640 -6.58197e+06 -1.13944e+06 3.7825e+06 585996 0 -inf 182.541
7650 -6.55202e+06 -1.17011e+06 3.7825e+06 585996 0 -inf 182.517
7660 -6.52142e+06 -1.2007e+06 3.7825e+06 585996 0 -inf 182.492
7670 -6.49018e+06 -1.23121e+06 3.7825e+06 585996 0 -inf 182.467
7680 -6.4583e+06 -1.26164e+06 3.7825e+06 585996 0 -inf 182.442
7690 -6.42579e+06 -1.29198e+06 3.7825e+06 585996 0 -inf 182.416
7700 -6.39265e+06 -1.32223e+06 3.7825e+06 585996 0 -inf 182.391
7710 -6.35889e+06 -1.3524e+06 3.7825e+06 585996 0 -inf 182.365
7720 -6.32449e+06 -1.38247e+06 3.7825e+06 585996 0 -inf 182.339
7730 -6.28948e+06 -1.41244e+06 3.7825e+06 585996 0 -inf 182.313
7740 -6.25385e+06 -1.44232e+06 3.7825e+06 585996 0 -inf 182.286
7750 -6.21761e+06 -1.4721e+06 3.7825e+06 585996 0 -inf 182.259
7760 -6.18076e+06 -1.50178e+06 3.7825e+06 585996 0 -inf 182.233
7770 -6.1433e+06 -1.53136e+06 3.7825e+06 585996 0 -inf 182.205
7780 -6.10525e+06 -1.56083e+06 3.7825e+06 585996 0 -inf 182.178
7790 -6.06659e+06 -1.59019e+06 3.7825e+06 585996 0 -inf 182.15
7800 -6.02734e+06 -1.61944e+06 3.7825e+06 585996 0 -inf 182.122
7810 -5.9875e+06 -1.64858e+06 3.7825e+06 585996 0 -inf 182.094
7820 -5.94707e+06 -1.6776e+06 3.7825e+06 585996 0 -inf 182.066
7830 -5.90606e+06 -1.70651e+06 3.7825e+06 585996 0 -inf 182.037
7840 -5.86447e+06 -1.7353e+06 3.7825e+06 585996 0 -inf 182.008
7850 -5.82231e+06 -1.76397e+06 3.7825e+06 585996 0 -inf 181.979
7860 -5.77958e+06 -1.79251e+06 3.7825e+06 585996 0 -inf 181.949
7870 -5.73628e+06 -1.82093e+06 3.7825e+06 585996 0 -inf 181.92
7880 -5.69243e+06 -1.84922e+06 3.7825e+06 585996 0 -inf 181.89
7890 -5.64801e+06 -1.87739e+06 3.7825e+06 585996 0 -inf 181.86
7900 -5.60305e+06 -1.90542e+06 3.7825e+06 585996 0 -inf 181.829
7910 -5.55754e+06 -1.93331e+06 3.7825e+06 585996 0 -inf 181.799
7920 -5.51148e+06 -1.96107e+06 3.7825e+06 585996 0 -inf 181.768
7930 -5.46489e+06 -1.98869e+06 3.7825e+06 585996 0 -inf 181.737
7940 -5.41776e+06 -2.01617e+06 3.7825e+06 585996 0 -inf 181.705
7950 -5.37011e+06 -2.04351e+06 3.7825e+06 585996 0 -inf 181.674
7960 -5.32193e+06 -2.07071e+06 3.7825e+06 585996 0 -inf 181.642
7970 -5.27323e+06 -2.09775e+06 3.7825e+06 585996 0 -inf 181.61
7980 -5.22402e+06 -2.12465e+06 3.7825e+06 585996 0 -inf 181.577
7990 -5.17429e+06 -2.1514e+06 3.7825e+06 585996 0 -inf 181.545
8000 -5.12407e+06 -2.178e+06 3.7825e+06 585996 0 -inf 181.512
8010 -5.07334e+06 -2.20444e+06 3.7825e+06 585996 0 -inf 181.479
8020 -5.02213e+06 -2.23072e+06 3.7825e+06 585996 0 -inf 181.445
8030 -4.97042e+06 -2.25684e+06 3.7825e+06 585996 0 -inf 181.411
8040 -4.91823e+06 -2.2828e+06 3.7825e+06 585996 0 -inf 181.377
8050 -4.86556e+06 -2.3086e+06 3.7825e+06 585996 0 -inf 181.343
8060 -4.81241e+06 -2.33424e+06 3.7825e+06 585996 0 -inf 181.309
8070 -4.7588e+06 -2.35971e+06 3.7825e+06 585996 0 -inf 181.274
8080 -4.70473e+06 -2.385e+06 3.7825e+06 585996 0 -inf 181.239
8090 -4.6502e+06 -2.41013e+06 3.7825e+06 585996 0 -inf 181.204
8100 -4.59522e+06 -2.43509e+06 3.7825e+06 585996 0 -inf 181.168
8110 -4.53979e+06 -2.45986e+06 3.7825e+06 585996 0 -inf 181.132
8120 -4.48392e+06 -2.48447e+06 3.7825e+06 585996 0 -inf 181.096
8130 -4.42762e+06 -2.50889e+06 3.7825e+06 585996 0 -inf 181.06
8140 -4.37089e+06 -2.53313e+06 3.7825e+06 585996 0 -inf 181.023
8150 -4.31374e+06 -2.55719e+06 3.7825e+06 585996 0 -inf 180.986
8160 -4.25616e+06 -2.58107e+06 3.7825e+06 585996 0 -inf 180.949
8170 -4.19818e+06 -2.60476e+06 3.7825e+06 585996 0 -inf 180.912
8180 -4.13979e+06 -2.62826e+06 3.7825e+06 585996 0 -inf 180.874
8190 -4.081e+06 -2.65157e+06 3.7825e+06 585996 0 -inf 180.836
8200 -4.02181e+06 -2.67468e+06 3.7825e+06 585996 0 -inf 180.798
8210 -3.96224e+06 -2.69761e+06 3.7825e+06 585996 0 -inf 180.759
8220 -3.90229e+06 -2.72034e+06 3.7825e+06 585996 0 -inf 180.72
8230 -3.84195e+06 -2.74287e+06 3.7825e+06 585996 0 -inf 180.681
8240 -3.78125e+06 -2.7652e+06 3.7825e+06 585996 0 -inf 180.642
8250 -3.72019e+06 -2.78733e+06 3.7825e+06 585996 0 -inf 180.602
8260 -3.65876e+06 -2.80925e+06 3.7825e+06 585996 0 -inf 180.562
8270 -3.59699e+06 -2.83098e+06 3.7825e+06 585996 0 -inf 180.522
8280 -3.53486e+06 -2.85249e+06 3.7825e+06 585996 0 -inf 180.482
8290 -3.4724e+06 -2.8738e+06 3.7825e+06 585996 0 -inf 180.441
8300 -3.40961e+06 -2.89489e+06 3.7825e+06 585996 0 -inf 180.4
8310 -3.34649e+06 -2.91578e+06 3.7825e+06 585996 0 -inf 180.359
8320 -3.28304e+06 -2.93645e+06 3.7825e+06 585996 0 -inf 180.317
8330 -3.21929e+06 -2.95691e+06 3.7825e+06 585996 0 -inf 180.275
8340 -3.15522e+06 -2.97715e+06 3.7825e+06 585996 0 -inf 180.233
8350 -3.09086e+06 -2.99717e+06 3.7825e+06 585996 0 -inf 180.191
8360 -3.02619e+06 -3.01697e+06 3.7825e+06 585996 0 -inf 180.148
8370 -2.96124e+06 -3.03654e+06 3.7825e+06 585996 0 -inf 180.105
8380 -2.89601e+06 -3.0559e+06 3.7825e+06 585996 0 -inf 180.062
8390 -2.8305e+06 -3.07503e+06 3.7825e+06 585996 0 -inf 180.019
8400 -2.76473e+06 -3.09393e+06 3.7825e+06 585996 0 -inf 179.975
8410 -2.69869e+06 -3.11261e+06 3.7825e+06 585996 0 -inf 179.931
8420 -2.63239e+06 -3.13105e+06 3.7825e+06 585996 0 -inf 179.887
8430 -2.56585e+06 -3.14927e+06 3.7825e+06 585996 0 -inf 179.842
8440 -2.49906e+06 -3.16725e+06 3.7825e+06 585996 0 -inf 179.797
8450 -2.43203e+06 -3.18499e+06 3.7825e+06 585996 0 -inf 179.752
8460 -2.36478e+06 -3.2025e+06 3.7825e+06 585996 0 -inf 179.707
8470 -2.29731e+06 -3.21977e+06 3.7825e+06 585996 0 -inf 179.662
8480 -2.22962e+06 -3.23681e+06 3.7825e+06 585996 0 -inf 179.616
8490 -2.16171e+06 -3.2536e+06 3.7825e+06 585996 0 -inf 179.57
8500 -2.09361e+06 -3.27015e+06 3.7825e+06 585996 0 -inf 179.523
8510 -2.02531e+06 -3.28646e+06 3.7825e+06 585996 0 -inf 179.477
8520 -1.95683e+06 -3.30252e+06 3.7825e+06 585996 0 -inf 179.43
8530 -1.88816e+06 -3.31833e+06 3.7825e+06 585996 0 -inf 179.383
8540 -1.81931e+06 -3.3339e+06 3.7825e+06 585996 0 -inf 179.335
8550 -1.7503e+06 -3.34922e+06 3.7825e+06 585996 0 -inf 179.288
8560 -1.68113e+06 -3.36429e+06 3.7825e+06 585996 0 -inf 179.24
8570 -1.6118e+06 -3.37911e+06 3.7825e+06 585996 0 -inf 179.192
8580 -1.54232e+06 -3.39367e+06 3.7825e+06 585996 0 -inf 179.144
8590 -1.47271e+06 -3.40798e+06 3.7825e+06 585996 0 -inf 179.095
8600 -1.40296e+06 -3.42204e+06 3.7825e+06 585996 0 -inf 179.047
8610 -1.33308e+06 -3.43583e+06 3.7825e+06 585996 0 -inf 178.998
8620 -1.26308e+06 -3.44937e+06 3.7825e+06 585996 0 -inf 178.949
8630 -1.19297e+06 -3.46265e+06 3.7825e+06 585996 0 -inf 178.9
8640 -1.12276e+06 -3.47567e+06 3.7825e+06 585996 0 -inf 178.85
8650 -1.05244e+06 -3.48843e+06 3.7825e+06 585996 0 -inf 178.8
8660 -982036 -3.50092e+06 3.7825e+06 585996 0 -inf 178.751
8670 -911545 -3.51315e+06 3.7825e+06 585996 0 -inf 178.7
8680 -840975 -3.52511e+06 3.7825e+06 585996 0 -inf 178.65
8690 -770335 -3.53681e+06 3.7825e+06 585996 0 -inf 178.6
8700 -699631 -3.54824e+06 3.7825e+06 585996 0 -inf 178.549
8710 -628870 -3.5594e+06 3.7825e+06 585996 0 -inf 178.499
8720 -558059 -3.57029e+06 3.7825e+06 585996 0 -inf 178.448
8730 -487206 -3.58091e+06 3.7825e+06 585996 0 -inf 178.397
8740 -416316 -3.59126e+06 3.7825e+06 585996 0 -inf 178.346
8750 -345398 -3.60133e+06 3.7825e+06 585996 0 -inf 178.295
8760 -274458 -3.61113e+06 3.7825e+06 585996 0 -inf 178.244
8770 -203504 -3.62066e+06 3.7825e+06 585996 0 -inf 178.193
8780 -132541 -3.62991e+06 3.7825e+06 585996 0 -inf 178.141
8790 -61578.5 -3.63888e+06 3.7825e+06 585996 0 -inf 178.09
8800 9377.91 -3.64757e+06 3.7825e+06 585996 0 -inf 178.039
8810 80320.9 -3.65599e+06 3.7825e+06 585996 0 -inf 177.987
8820 151243 -3.66412e+06 3.7825e+06 585996 0 -inf 177.936
8830 222138 -3.67198e+06 3.7825e+06 585996 0 -inf 177.884
8840 292999 -3.67955e+06 3.7825e+06 585996 0 -inf 177.833
8850 363818 -3.68684e+06 3.7825e+06 585996 0 -inf 177.781
8860 434588 -3.69385e+06 3.7825e+06 585996 0 -inf 177.73
8870 505303 -3.70057e+06 3.7825e+06 585996 0 -inf 177.679
8880 575955 -3.70701e+06 3.7825e+06 585996 0 -inf 177.628
8890 646537 -3.71316e+06 3.7825e+06 585996 0 -inf 177.577
8900 717043 -3.71903e+06 3.7825e+06 585996 0 -inf 177.526
8910 787466 -3.72461e+06 3.7825e+06 585996 0 -inf 177.475
8920 857798 -3.7299e+06 3.7825e+06 585996 0 -inf 177.424
8930 928032 -3.7349e+06 3.7825e+06 585996 0 -inf 177.374
8940 998163 -3.73961e+06 3.7825e+06 585996 0 -inf 177.324
8950 1.06818e+06 -3.74403e+06 3.7825e+06 585996 0 -inf 177.274
8960 1.13808e+06 -3.74817e+06 3.7825e+06 585996 0 -inf 177.224
8970 1.20786e+06 -3.75201e+06 3.7825e+06 585996 0 -inf 177.175
8980 1.2775e+06 -3.75556e+06 3.7825e+06 585996 0 -inf 177.126
8990 1.34701e+06 -3.75881e+06 3.7825e+06 585996 0 -inf 177.077
9000 1.41636e+06 -3.76178e+06 3.7825e+06 585996 0 -inf 177.029
9010 1.48557e+06 -3.76445e+06 3.7825e+06 585996 0 -inf 176.981
9020 1.55462e+06 -3.76683e+06 3.7825e+06 585996 0 -inf 176.933
9030 1.6235e+06 -3.76891e+06 3.7825e+06 585996 0 -inf 176.886
9040 1.6922e+06 -3.7707e+06 3.7825e+06 585996 0 -inf 176.84
9050 1.76073e+06 -3.77219e+06 3.7825e+06 585996 0 -inf 176.793
9060 1.82907e+06 -3.77339e+06 3.7825e+06 585996 0 -inf 176.748
9070 1.89722e+06 -3.77429e+06 3.7825e+06 585996 0 -inf 176.703
9080 1.96517e+06 -3.77489e+06 3.7825e+06 585996 0 -inf 176.659
9090 2.03291e+06 -3.7752e+06 3.7825e+06 585996 0 -inf 176.615
9100 2.10044e+06 -3.77521e+06 3.7825e+06 585996 0 -inf 176.572
9110 2.16774e+06 -3.77492e+06 3.7825e+06 585996 0 -inf 176.53
9120 2.23482e+06 -3.77433e+06 3.7825e+06 585996 0 -inf 176.489
9130 2.30167e+06 -3.77345e+06 3.7825e+06 585996 0 -inf 176.448
9140 2.36828e+06 -3.77227e+06 3.7825e+06 585996 0 -inf 176.409
9150 2.43464e+06 -3.77078e+06 3.7825e+06 585996 0 -inf 176.37
9160 2.50075e+06 -3.769e+06 3.7825e+06 585996 0 -inf 176.332
9170 2.56659e+06 -3.76692e+06 3.7825e+06 585996 0 -inf 176.295
9180 2.63218e+06 -3.76455e+06 3.7825e+06 585996 0 -inf 176.259
9190 2.69749e+06 -3.76187e+06 3.7825e+06 585996 0 -inf 176.224
9200 2.76252e+06 -3.75889e+06 3.7825e+06 585996 0 -inf 176.19
9210 2.82726e+06 -3.75561e+06 3.7825e+06 585996 0 -inf 176.157
9220 2.89172e+06 -3.75204e+06 3.7825e+06 585996 0 -inf 176.125
9230 2.95587e+06 -3.74816e+06 3.7825e+06 585996 0 -inf 176.094
9240 3.01973e+06 -3.74398e+06 3.7825e+06 585996 0 -inf 176.065
9250 3.08327e+06 -3.73951e+06 3.7825e+06 585996 0 -inf 176.037
9260 3.14649e+06 -3.73473e+06 3.7825e+06 585996 0 -inf 176.01
9270 3.20939e+06 -3.72965e+06 3.7825e+06 585996 0 -inf 175.984
9280 3.27197e+06 -3.72428e+06 3.7825e+06 585996 0 -inf 175.96
9290 3.33421e+06 -3.7186e+06 3.7825e+06 585996 0 -inf 175.937
9300 3.3961e+06 -3.71262e+06 3.7825e+06 585996 0 -inf 175.916
9310 3.45765e+06 -3.70635e+06 3.7825e+06 585996 0 -inf 175.896
9320 3.51885e+06 -3.69978e+06 3.7825e+06 585996 0 -inf 175.877
9330 3.57968e+06 -3.6929e+06 3.7825e+06 585996 0 -inf 175.86
9340 3.64015e+06 -3.68573e+06 3.7825e+06 585996 0 -inf 175.844
9350 3.70025e+06 -3.67826e+06 3.7825e+06 585996 0 -inf 175.83
9360 3.75998e+06 -3.67049e+06 3.7825e+06 585996 0 -inf 175.817
9370 3.81932e+06 -3.66242e+06 3.7825e+06 585996 0 -inf 175.806
9380 3.87827e+06 -3.65405e+06 3.7825e+06 585996 0 -inf 175.796
9390 3.93682e+06 -3.64539e+06 3.7825e+06 585996 0 -inf 175.788
9400 3.99498e+06 -3.63643e+06 3.7825e+06 585996 0 -inf 175.782
9410 4.05273e+06 -3.62717e+06 3.7825e+06 585996 0 -inf 175.777
9420 4.11007e+06 -3.61761e+06 3.7825e+06 585996 0 -inf 175.774
9430 4.16699e+06 -3.60776e+06 3.7825e+06 585996 0 -inf 175.772
9440 4.22349e+06 -3.59761e+06 3.7825e+06 585996 0 -inf 175.772
9450 4.27956e+06 -3.58717e+06 3.7825e+06 585996 0 -inf 175.773
9460 4.33519e+06 -3.57643e+06 3.7825e+06 585996 0 -inf 175.776
9470 4.39039e+06 -3.5654e+06 3.7825e+06 585996 0 -inf 175.781
9480 4.44514e+06 -3.55407e+06 3.7825e+06 585996 0 -inf 175.787
9490 4.49945e+06 -3.54245e+06 3.7825e+06 585996 0 -inf 175.795
9500 4.55329e+06 -3.53054e+06 3.7825e+06 585996 0 -inf 175.805
9510 4.60668e+06 -3.51834e+06 3.7825e+06 585996 0 -inf 175.816
9520 4.6596e+06 -3.50584e+06 3.7825e+06 585996 0 -inf 175.828
9530 4.71205e+06 -3.49305e+06 3.7825e+06 585996 0 -inf 175.842
9540 4.76403e+06 -3.47997e+06 3.7825e+06 585996 0 -inf 175.858
9550 4.81553e+06 -3.4666e+06 3.7825e+06 585996 0 -inf 175.874
9560 4.86653e+06 -3.45294e+06 3.7825e+06 585996 0 -inf 175.893
9570 4.91705e+06 -3.439e+06 3.7825e+06 585996 0 -inf 175.913
9580 4.96708e+06 -3.42476e+06 3.7825e+06 585996 0 -inf 175.934
9590 5.0166e+06 -3.41024e+06 3.7825e+06 585996 0 -inf 175.956
9600 5.06561e+06 -3.39544e+06 3.7825e+06 585996 0 -inf 175.98
9610 5.11412e+06 -3.38034e+06 3.7825e+06 585996 0 -inf 176.006
9620 5.16211e+06 -3.36497e+06 3.7825e+06 585996 0 -inf 176.032
9630 5.20959e+06 -3.34931e+06 3.7825e+06 585996 0 -inf 176.06
9640 5.25654e+06 -3.33336e+06 3.7825e+06 585996 0 -inf 176.089
9650 5.30296e+06 -3.31714e+06 3.7825e+06 585996 0 -inf 176.119
9660 5.34884e+06 -3.30063e+06 3.7825e+06 585996 0 -inf 176.15
9670 5.3942e+06 -3.28384e+06 3.7825e+06 585996 0 -inf 176.183
9680 5.439e+06 -3.26678e+06 3.7825e+06 585996 0 -inf 176.216
9690 5.48327e+06 -3.24944e+06 3.7825e+06 585996 0 -inf 176.25
9700 5.52698e+06 -3.23182e+06 3.7825e+06 585996 0 -inf 176.286
9710 5.57014e+06 -3.21392e+06 3.7825e+06 585996 0 -inf 176.322
9720 5.61274e+06 -3.19575e+06 3.7825e+06 585996 0 -inf 176.36
9730 5.65478e+06 -3.1773e+06 3.7825e+06 585996 0 -inf 176.398
9740 5.69625e+06 -3.15859e+06 3.7825e+06 585996 0 -inf 176.437
9750 5.73715e+06 -3.1396e+06 3.7825e+06 585996 0 -inf 176.477
9760 5.77747e+06 -3.12034e+06 3.7825e+06 585996 0 -inf 176.518
9770 5.81722e+06 -3.10081e+06 3.7825e+06 585996 0 -inf 176.559
9780 5.85638e+06 -3.08101e+06 3.7825e+06 585996 0 -inf 176.601
9790 5.89496e+06 -3.06095e+06 3.7825e+06 585996 0 -inf 176.644
9800 5.93295e+06 -3.04062e+06 3.7825e+06 585996 0 -inf 176.687
9810 5.97035e+06 -3.02002e+06 3.7825e+06 585996 0 -inf 176.731
9820 6.00715e+06 -2.99917e+06 3.7825e+06 585996 0 -inf 176.776
9830 6.04335e+06 -2.97805e+06 3.7825e+06 585996 0 -inf 176.821
9840 6.07894e+06 -2.95667e+06 3.7825e+06 585996 0 -inf 176.867
9850 6.11393e+06 -2.93503e+06 3.7825e+06 585996 0 -inf 176.913
9860 6.14831e+06 -2.91313e+06 3.7825e+06 585996 0 -inf 176.959
9870 6.18207e+06 -2.89098e+06 3.7825e+06 585996 0 -inf 177.006
9880 6.21522e+06 -2.86858e+06 3.7825e+06 585996 0 -inf 177.054
9890 6.24775e+06 -2.84592e+06 3.7825e+06 585996 0 -inf 177.102
9900 6.27966e+06 -2.823e+06 3.7825e+06 585996 0 -inf 177.15
9910 6.31094e+06 -2.79984e+06 3.7825e+06 585996 0 -inf 177.198
9920 6.34159e+06 -2.77643e+06 3.7825e+06 585996 0 -inf 177.247
9930 6.37161e+06 -2.75277e+06 3.7825e+06 585996 0 -inf 177.295
9940 6.40099e+06 -2.72887e+06 3.7825e+06 585996 0 -inf 177.345
9950 6.42974e+06 -2.70472e+06 3.7825e+06 585996 0 -inf 177.394
9960 6.45785e+06 -2.68033e+06 3.7825e+06 585996 0 -inf 177.443
9970 6.48531e+06 -2.6557e+06 3.7825e+06 585996 0 -inf 177.493
9980 6.51214e+06 -2.63083e+06 3.7825e+06 585996 0 -inf 177.543
9990 6.53831e+06 -2.60572e+06 3.7825e+06 585996 0 -inf 177.593
10000 6.56383e+06 -2.58037e+06 3.7825e+06 585996 0 -inf 177.643
10010 6.5887e+06 -2.5548e+06 3.7825e+06 585996 0 -inf 177.693
10020 6.61292e+06 -2.52899e+06 3.7825e+06 585996 0 -inf 177.743
10030 6.63648e+06 -2.50294e+06 3.7825e+06 585996 0 -inf 177.793
10040 6.65939e+06 -2.47667e+06 3.7825e+06 585996 0 -inf 177.843
10050 6.68163e+06 -2.45017e+06 3.7825e+06 585996 0 -inf 177.894
10060 6.7032e+06 -2.42345e+06 3.7825e+06 585996 0 -inf 177.944
10070 6.72412e+06 -2.3965e+06 3.7825e+06 585996 0 -inf 177.994
10080 6.74437e+06 -2.36934e+06 3.7825e+06 585996 0 -inf 178.044
10090 6.76394e+06 -2.34195e+06 3.7825e+06 585996 0 -inf 178.094
10100 6.78285e+06 -2.31434e+06 3.7825e+06 585996 0 -inf 178.145
10110 6.80109e+06 -2.28652e+06 3.7825e+06 585996 0 -inf 178.195
